Genome,World-wide Prevalence,World-wide Abundance,Hadza Prevalence,Hadza Abundance,Hunter-gatherer Lifestyle Prevalence,Hunter-gatherer Lifestyle Abundance,Transitional lifestyle prevalence,Transitional Lifestyle Abundance,Industrial Lifestyle Prevalence,Industrial Lifestyle Abundance,GTDB Taxonomy,Phylum,Species name,New species compared to UHGG?,P-value?,#NAME?,Change in prevalence,Percentile Rank,Special Taxa?
GUT_GENOME260736.fna,0.001111111,1.29E-06,0,,0,,0,,0.002105263,1.29E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1601;s__UMGS1601 sp900553335,Firmicutes_A,UMGS1601 sp900553335,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME261579.fna,0.001111111,4.32E-07,0,,0,,0,,0.002105263,4.32E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__,Firmicutes_A,Dorea sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME262835.fna,0.002222222,2.71E-07,0,,0,,0.003430532,3.09E-07,0.002105263,2.34E-07,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp900548955,Actinobacteriota,CAG-1427 sp900548955,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME263087.fna,0.001666667,2.62E-07,0,,0,,0.001715266,4.44E-07,0.002105263,1.72E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Parvimonas;s__Parvimonas micra,Firmicutes_A,Parvimonas micra,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME263189.fna,0.001111111,5.08E-07,0,,0,,0,,0.002105263,5.08E-07,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp900552465,Bacteroidota,Parabacteroides sp900552465,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME263827.fna,0.001111111,8.03E-07,0,,0,,0,,0.002105263,8.03E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__UMGS1670;s__UMGS1670 sp900546215,Firmicutes_A,UMGS1670 sp900546215,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME264398.fna,0.001111111,6.86E-07,0,,0,,0,,0.002105263,6.86E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1474;s__UMGS1474 sp900552115,Firmicutes_A,UMGS1474 sp900552115,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME265296.fna,0.003333333,8.31E-06,0,,0,,0,,0.006315789,8.31E-06,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA11549;s__,Proteobacteria,UBA11549 sp.,FALSE,1,0,0.006315789,-16.62679426,
GUT_GENOME265665.fna,0.001111111,6.15E-07,0,,0,,0,,0.002105263,6.15E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__,Firmicutes_A,Ruminococcaceae sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME266038.fna,0.001111111,1.07E-06,0,,0,,0,,0.002105263,1.07E-06,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__,Thermoplasmatota,Methanomassiliicoccus sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME266133.fna,0.001111111,6.92E-07,0,,0,,0,,0.002105263,6.92E-07,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__,Fusobacteriota,Sneathia sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME269003.fna,0.001111111,1.95E-06,0,,0,,0,,0.002105263,1.95E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Bacteroidota,Prevotella sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME269177.fna,0.002222222,7.11E-07,0,,0,,0,,0.004210526,7.11E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS911;s__,Firmicutes_A,UMGS911 sp.,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME269217.fna,0.004444444,2.10E-06,0,,0,,0.003430532,6.69E-07,0.006315789,2.57E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900548155,Bacteroidota,Alistipes sp900548155,FALSE,1,0,0.006315789,-16.62679426,
GUT_GENOME269777.fna,0.003333333,1.06E-06,0,,0,,0,,0.006315789,1.06E-06,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__;s__,Proteobacteria,RF32 sp.,FALSE,1,0,0.006315789,-16.62679426,
GUT_GENOME269798.fna,0.013888889,1.56E-06,0,,0.014981273,1.87E-06,0.030874786,1.34E-06,0.003157895,2.45E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__,Firmicutes_A,UBA10281 sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME270652.fna,0.002222222,3.16E-07,0,,0,,0,,0.004210526,3.16E-07,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__,Thermoplasmatota,UBA71 sp.,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME270820.fna,0.001111111,9.43E-07,0,,0,,0,,0.002105263,9.43E-07,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,Actinobacteriota,Collinsella sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME270901.fna,0.005,5.72E-06,0,,0.011235955,7.83E-06,0.006861063,3.75E-06,0.002105263,6.48E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2821;s__,Firmicutes_A,UBA2821 sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME270951.fna,0.001666667,1.23E-06,0,,0,,0,,0.003157895,1.23E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__,Firmicutes_A,Ruminococcus sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME271377.fna,0.001111111,2.04E-06,0,,0,,0,,0.002105263,2.04E-06,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,Actinobacteriota,Collinsella sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME273018.fna,0.001111111,3.96E-07,0,,0,,0,,0.002105263,3.96E-07,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-877;s__,Firmicutes,CAG-877 sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME273130.fna,0.001111111,6.12E-07,0,,0,,0,,0.002105263,6.12E-07,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,Actinobacteriota,Collinsella sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME274349.fna,0.002777778,1.14E-06,0,,0,,0,,0.005263158,1.14E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__,Firmicutes_A,CAG-465 sp.,FALSE,1,0,0.005263158,-16.62679426,
GUT_GENOME274350.fna,0.001111111,5.14E-06,0,,0,,0,,0.002105263,5.14E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__,Bacteroidota,CAG-873 sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME274362.fna,0.002222222,5.99E-06,0,,0,,0,,0.004210526,5.99E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__,Bacteroidota,CAG-485 sp.,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME274911.fna,0.001666667,1.07E-06,0,,0,,0,,0.003157895,1.07E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__,Bacteroidota,Bacteroidales sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME274919.fna,0.002777778,8.04E-07,0,,0,,0,,0.005263158,8.04E-07,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__,Proteobacteria,CAG-495 sp.,FALSE,1,0,0.005263158,-16.62679426,
GUT_GENOME275708.fna,0.002777778,1.57E-06,0,,0,,0.001715266,2.28E-06,0.004210526,1.39E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__,Bacteroidota,CAG-485 sp.,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME276337.fna,0.002222222,2.52E-06,0,,0,,0.003430532,2.66E-06,0.002105263,2.39E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A sp900545315,Bacteroidota,Alistipes_A sp900545315,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME276949.fna,0.003333333,4.68E-05,0,,0,,0.001715266,2.10E-06,0.005263158,5.57E-05,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola mediterraneensis,Bacteroidota,Phocaeicola mediterraneensis,FALSE,1,0,0.005263158,-16.62679426,
GUT_GENOME277090.fna,0.002777778,1.74E-06,0,,0,,0.001715266,5.25E-07,0.004210526,2.04E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp900554715,Bacteroidota,CAG-873 sp900554715,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME277334.fna,0.002777778,7.64E-06,0,,0,,0,,0.005263158,7.64E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp003150235,Bacteroidota,Muribaculum sp003150235,FALSE,1,0,0.005263158,-16.62679426,
GUT_GENOME278789.fna,0.001666667,1.15E-06,0,,0,,0,,0.003157895,1.15E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__QALR01;s__,Firmicutes_A,QALR01 sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME279533.fna,0.001111111,1.07E-05,0,,0,,0,,0.002105263,1.07E-05,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002481295,Bacteroidota,Prevotella sp002481295,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME280032.fna,0.005,9.98E-06,0,,0,,0.012006861,1.21E-05,0.002105263,2.52E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_A,Firmicutes_A,Ruminococcus_E bromii_A,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME280367.fna,0.001111111,9.79E-07,0,,0,,0,,0.002105263,9.79E-07,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_E;s__Olsenella_E sp002160255,Actinobacteriota,Olsenella_E sp002160255,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME281128.fna,0.001111111,7.94E-07,0,,0,,0,,0.002105263,7.94E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__,Firmicutes_A,UBA737 sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME281745.fna,0.003333333,1.06E-06,0,,0,,0.001715266,6.31E-07,0.005263158,1.15E-06,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__;s__,Proteobacteria,RF32 sp.,FALSE,1,0,0.005263158,-16.62679426,
GUT_GENOME281896.fna,0.001666667,1.05E-05,0,,0,,0,,0.003157895,1.05E-05,d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__,Firmicutes,CAG-313 sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME282991.fna,0.002222222,3.38E-07,0,,0,,0,,0.004210526,3.38E-07,d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__;s__,Firmicutes_B,Peptococcaceae sp.,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME284201.fna,0.003333333,3.46E-07,0,,0,,0,,0.006315789,3.46E-07,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__UMGS1293;s__,Actinobacteriota,UMGS1293 sp.,FALSE,1,0,0.006315789,-16.62679426,
GUT_GENOME284343.fna,0.002777778,5.92E-07,0,,0,,0,,0.005263158,5.92E-07,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__CAG-617;s__,Bacteroidota,CAG-617 sp.,FALSE,1,0,0.005263158,-16.62679426,
GUT_GENOME284688.fna,0.001666667,3.31E-07,0,,0,,0,,0.003157895,3.31E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,Firmicutes_A,Lachnospiraceae sp.,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME284693.fna,0.001666667,1.60E-06,0,,0,,0,,0.003157895,1.60E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp900555165,Bacteroidota,UBA7173 sp900555165,FALSE,1,0,0.003157895,-16.62679426,
GUT_GENOME284826.fna,0.003333333,5.85E-07,0,,0,,0,,0.006315789,5.85E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__,Firmicutes_A,Mediterraneibacter sp.,FALSE,1,0,0.006315789,-16.62679426,
GUT_GENOME284994.fna,0.001111111,4.06E-07,0,,0,,0,,0.002105263,4.06E-07,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__,Actinobacteriota,CAG-1427 sp.,FALSE,1,0,0.002105263,-16.62679426,
GUT_GENOME285134.fna,0.002222222,1.22E-06,0,,0,,0,,0.004210526,1.22E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus massiliensis,Firmicutes_A,Anaerotruncus massiliensis,FALSE,1,0,0.004210526,-16.62679426,
GUT_GENOME286389.fna,0.001111111,1.13E-05,0,,0,,0,,0.002105263,1.13E-05,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900551055,Bacteroidota,Prevotella sp900551055,FALSE,1,0,0.002105263,-16.62679426,
REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_C_21_7002.115.fa,0.001111111,1.77E-06,0,,0,,0,,0.002105263,1.77E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__,Bacteroidota,Butyricimonas sp.,FALSE,1,0,0.002105263,-16.62679426,
REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_C_24_1038.12.fa,0.001111111,1.34E-06,0,,0,,0,,0.002105263,1.34E-06,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__QAMH01 sp900556425,Actinobacteriota,QAMH01 sp900556425,FALSE,1,0,0.002105263,-16.62679426,
REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_C_24_1038.164.fa,0.003333333,5.31E-07,0,,0,,0,,0.006315789,5.31E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__,Firmicutes_A,Clostridium_A sp.,FALSE,1,0,0.006315789,-16.62679426,
REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_C_4_7003.120.fa,0.001111111,9.11E-07,0,,0,,0,,0.002105263,9.11E-07,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-631;g__CAG-631;s__,Firmicutes,CAG-631 sp.,FALSE,1,0,0.002105263,-16.62679426,
REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_C_4_7003.144.fa,0.001111111,1.21E-06,0,,0,,0,,0.002105263,1.21E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__,Firmicutes_A,Acutalibacteraceae sp.,FALSE,1,0,0.002105263,-16.62679426,
REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_C_4_7003.179.fa,0.002222222,2.14E-06,0,,0,,0,,0.004210526,2.14E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__,Firmicutes_A,CAG-273 sp.,FALSE,1,0,0.004210526,-16.62679426,
REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_C_4_7003.93.fa,0.001111111,2.28E-06,0,,0,,0,,0.002105263,2.28E-06,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-449;g__UBA3210;s__,Firmicutes,UBA3210 sp.,FALSE,1,0,0.002105263,-16.62679426,
REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_C_5_1018.170.fa,0.002222222,1.38E-06,0,,0,,0,,0.004210526,1.38E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__,Firmicutes_A,Evtepia sp.,FALSE,1,0,0.004210526,-16.62679426,
REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_C_5_1018.67.fa,0.001111111,3.27E-06,0,,0,,0,,0.002105263,3.27E-06,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,Actinobacteriota,Collinsella sp.,FALSE,1,0,0.002105263,-16.62679426,
REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_G_11_1024.216.fa,0.002222222,2.00E-06,0,,0,,0,,0.004210526,2.00E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp900544025,Bacteroidota,Odoribacter sp900544025,FALSE,1,0,0.004210526,-16.62679426,
REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_I_11_1003.103.fa,0.002222222,5.84E-07,0,,0,,0.001715266,2.95E-07,0.003157895,6.80E-07,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__,Desulfobacterota,Mailhella sp.,FALSE,1,0,0.003157895,-16.62679426,
REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_I_11_1003.336.fa,0.001111111,2.15E-06,0,,0,,0,,0.002105263,2.15E-06,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-631;g__CAG-631;s__,Firmicutes,CAG-631 sp.,FALSE,1,0,0.002105263,-16.62679426,
REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_I_11_1003.70.fa,0.002777778,1.06E-06,0,,0,,0,,0.005263158,1.06E-06,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__UMGS1611;s__UMGS1611 sp900553435,Firmicutes,UMGS1611 sp900553435,FALSE,1,0,0.005263158,-16.62679426,
REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_L_20_7018.187.fa,0.057777778,3.64E-07,0.066666667,2.73E-07,0.033707865,2.73E-07,0.051457976,3.09E-07,0.068421053,4.01E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3818;s__UBA3818 sp900557155,Firmicutes_A,UBA3818 sp900557155,FALSE,1,0,0.001754386,-16.62679426,
REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_L_20_7018.206.fa,0.002222222,4.72E-07,0,,0,,0,,0.004210526,4.72E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__,Firmicutes_A,Eubacterium_I sp.,FALSE,1,0,0.004210526,-16.62679426,
REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber-Hadza-Nepal_C_23_7024.96.fa,0.001111111,7.79E-07,0,,0,,0,,0.002105263,7.79E-07,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541855,Actinobacteriota,Collinsella sp900541855,FALSE,1,0,0.002105263,-16.62679426,
REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber-Hadza-Nepal_M_3_7038.171.fa,0.001666667,2.50E-06,0,,0,,0,,0.003157895,2.50E-06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__,Bacteroidota,Butyricimonas sp.,FALSE,1,0,0.003157895,-16.62679426,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_22_1919.14.fa,0.003888889,1.76E-06,0,,0,,0.005145798,3.22E-06,0.004210526,6.58E-07,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900556495,Actinobacteriota,Collinsella sp900556495,FALSE,1,0,0.004210526,-16.62679426,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_L_13_1278.17.fa,0.005,6.81E-07,0,,0,,0.005145798,8.46E-07,0.006315789,5.99E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900554365,Firmicutes_A,CAG-269 sp900554365,FALSE,1,0,0.006315789,-16.62679426,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_L_5_1268.37.fa,0.005,2.87E-06,0,,0,,0.008576329,4.11E-06,0.004210526,1.31E-06,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_H,Actinobacteriota,Collinsella aerofaciens_H,FALSE,1,0,0.004210526,-16.62679426,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_D_11_CHE0013BZ.46.fa,0.003333333,2.32E-06,0,,0.003745318,8.67E-06,0.005145798,1.52E-06,0.002105263,3.40E-07,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__,Proteobacteria,Sutterella sp.,FALSE,1,0,0.002105263,-16.62679426,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_1_RAJ0018YZ.101.fa,0.004444444,6.54E-07,0,,0,,0.010291595,6.37E-07,0.002105263,7.02E-07,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__,Proteobacteria,Oxalobacter sp.,FALSE,1,0,0.002105263,-16.62679426,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_1_RAJ0018YZ.122.fa,0.003888889,5.18E-07,0,,0,,0.005145798,7.01E-07,0.004210526,3.81E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__;s__,Firmicutes_A,Butyricicoccaceae sp.,FALSE,1,0,0.004210526,-16.62679426,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_1_RAJ0018YZ.268.fa,0.003333333,2.33E-06,0,,0,,0.005145798,1.19E-06,0.003157895,3.46E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__QAMX01;g__QAMX01;s__QAMX01 sp003149835,Firmicutes_A,QAMX01 sp003149835,FALSE,1,0,0.003157895,-16.62679426,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_H_19_RAJ0022YZ.243.fa,0.006111111,1.19E-06,0,,0.003745318,8.56E-07,0.012006861,1.61E-06,0.003157895,3.22E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820;s__,Firmicutes_A,UMGS1820 sp.,FALSE,1,0,0.003157895,-16.62679426,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_H_21_RAJ1012YZ.73.fa,0.003333333,4.39E-07,0,,0,,0.005145798,5.33E-07,0.003157895,3.46E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor sp900199495,Firmicutes_A,Flavonifractor sp900199495,FALSE,1,0,0.003157895,-16.62679426,
